math_score,science_score,programming_skill,communication_skill,creativity,interest_area,experience_years,career
84,80,High,High,Low,Technology,2,Cloud Engineer (Junior)
76,70,Medium,Medium,Medium,Technology,1,Web Developer
86,84,High,High,Low,Technology,1,Cyber Security Analyst
90,94,High,High,Low,Technology,0,Data Scientist (Junior)
80,77,Low,Medium,High,Technology,4,UI/UX Designer
90,77,Low,Medium,High,Technology,3,UI/UX Designer
71,80,Low,High,High,Technology,0,UI/UX Designer
75,83,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
93,71,Medium,High,Low,Technology,1,Data Analyst
90,70,High,Medium,Low,Technology,2,Backend Developer
75,84,Medium,Medium,Low,Technology,0,Junior Software Engineer
74,92,Medium,High,Low,Technology,0,Data Analyst
74,72,Medium,High,Low,Technology,2,QA Engineer
89,71,Low,High,High,Technology,3,UI/UX Designer
74,91,High,Medium,Low,Technology,2,Backend Developer
92,79,High,High,Low,Technology,1,Cyber Security Analyst
88,70,High,High,Low,Technology,1,Data Scientist (Junior)
90,81,Low,High,High,Technology,1,UI/UX Designer
86,91,High,Medium,Low,Technology,1,Data Scientist (Junior)
88,77,High,High,Low,Technology,2,Cloud Engineer (Junior)
73,93,Medium,High,Low,Technology,1,Junior Software Engineer
75,95,High,High,Low,Technology,1,DevOps Engineer (Junior)
90,85,High,Medium,Low,Technology,0,ML Engineer (Junior)
74,84,High,High,Low,Technology,2,Cyber Security Analyst
75,80,Medium,Medium,Low,Technology,3,Data Analyst
75,74,Low,Medium,High,Technology,1,UI/UX Designer
72,80,High,Medium,Low,Technology,2,Software Engineer
87,87,Medium,Medium,Low,Technology,2,Junior Software Engineer
83,91,High,High,Low,Technology,2,DevOps Engineer (Junior)
72,70,High,High,Low,Technology,0,Cyber Security Analyst
85,83,High,High,Low,Technology,0,ML Engineer (Junior)
76,83,High,Medium,Low,Technology,2,ML Engineer (Junior)
76,82,High,Medium,Low,Technology,1,Cyber Security Analyst
84,72,High,Medium,Low,Technology,1,Backend Developer
88,80,Medium,High,Low,Technology,0,Data Analyst
72,91,Medium,High,Low,Technology,3,Data Analyst
94,75,Medium,Medium,High,Technology,1,Frontend Developer
82,74,Medium,Medium,Low,Technology,0,Data Analyst
86,82,High,High,Low,Technology,0,Data Scientist (Junior)
95,92,Medium,High,Medium,Technology,4,Web Developer
89,90,Medium,High,Low,Technology,0,Junior Software Engineer
94,89,High,Medium,Low,Technology,1,Cyber Security Analyst
72,90,Medium,Medium,High,Technology,0,Frontend Developer
81,73,High,Medium,Low,Technology,0,Software Engineer
76,78,High,High,Low,Technology,0,Cyber Security Analyst
70,79,High,High,Low,Technology,1,DevOps Engineer (Junior)
93,78,High,High,Low,Technology,2,Cloud Engineer (Junior)
91,91,Medium,High,Low,Technology,1,Junior Software Engineer
90,81,Medium,Medium,Low,Technology,1,Data Analyst
89,76,High,Medium,Low,Technology,2,Software Engineer
92,71,Medium,High,Low,Technology,0,Data Analyst
92,85,High,Medium,Low,Technology,0,Cyber Security Analyst
71,88,High,High,Low,Technology,3,Data Scientist (Junior)
92,94,Medium,High,Low,Technology,1,Junior Software Engineer
73,93,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
94,90,High,High,Low,Technology,1,Cloud Engineer (Junior)
81,76,Medium,Medium,Medium,Technology,0,Web Developer
92,74,Medium,High,High,Technology,0,Frontend Developer
80,73,High,Medium,Low,Technology,1,Cyber Security Analyst
94,73,Medium,Medium,Medium,Technology,0,Web Developer
83,92,Low,Medium,High,Technology,0,UI/UX Designer
87,94,Medium,Medium,Low,Technology,1,QA Engineer
92,90,High,Medium,Low,Technology,2,Data Scientist (Junior)
77,79,Medium,Medium,Medium,Technology,0,Web Developer
70,90,Medium,Medium,Low,Technology,0,Data Analyst
94,76,High,High,Low,Technology,0,Data Scientist (Junior)
74,82,Medium,Medium,Low,Technology,2,QA Engineer
75,83,High,Medium,Low,Technology,1,Software Engineer
94,81,High,High,Low,Technology,0,Backend Developer
73,73,High,Medium,Low,Technology,3,DevOps Engineer (Junior)
78,88,High,High,Low,Technology,3,Cyber Security Analyst
84,87,Medium,High,Low,Technology,2,Data Analyst
71,77,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
77,79,Low,High,High,Technology,1,UI/UX Designer
80,78,Medium,Medium,Low,Technology,0,Junior Software Engineer
80,81,High,Medium,Low,Technology,5,Data Scientist (Junior)
77,82,Medium,Medium,High,Technology,0,Frontend Developer
71,71,High,Medium,Low,Technology,5,Backend Developer
78,94,High,Medium,Low,Technology,0,ML Engineer (Junior)
84,77,Medium,High,Low,Technology,0,QA Engineer
84,72,Medium,High,Low,Technology,2,Junior Software Engineer
88,74,Medium,Medium,Medium,Technology,0,Web Developer
73,73,Medium,High,Low,Technology,3,Data Analyst
73,91,High,Medium,Low,Technology,1,Backend Developer
89,83,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
91,88,Medium,High,Low,Technology,0,Data Analyst
81,76,Medium,Medium,Low,Technology,0,Data Analyst
75,87,High,High,Low,Technology,1,Cyber Security Analyst
92,95,High,Medium,Low,Technology,1,ML Engineer (Junior)
87,70,High,High,Low,Technology,0,ML Engineer (Junior)
84,89,High,High,Low,Technology,1,ML Engineer (Junior)
85,90,Medium,Medium,Medium,Technology,3,Web Developer
73,77,High,Medium,Low,Technology,3,DevOps Engineer (Junior)
81,77,Medium,High,High,Technology,2,Frontend Developer
71,79,High,High,Low,Technology,1,Data Scientist (Junior)
94,83,Medium,High,Low,Technology,0,QA Engineer
92,71,High,High,Low,Technology,0,Software Engineer
88,90,High,Medium,Low,Technology,0,Backend Developer
73,93,Low,High,High,Technology,1,UI/UX Designer
90,75,High,Medium,Low,Technology,2,Data Scientist (Junior)
86,78,Low,Medium,High,Technology,0,UI/UX Designer
87,89,High,High,Low,Technology,0,Backend Developer
82,73,High,High,Low,Technology,0,ML Engineer (Junior)
91,74,Medium,High,High,Technology,0,Frontend Developer
80,76,High,High,Low,Technology,1,Backend Developer
91,82,High,Medium,Low,Technology,2,Software Engineer
76,71,Low,High,High,Technology,2,UI/UX Designer
93,72,High,Medium,Low,Technology,1,Backend Developer
89,73,Medium,Medium,Medium,Technology,0,Web Developer
72,77,Medium,High,Low,Technology,5,QA Engineer
77,75,High,Medium,Low,Technology,0,Backend Developer
74,93,Medium,Medium,Low,Technology,2,Junior Software Engineer
72,93,High,High,Low,Technology,1,Data Scientist (Junior)
76,88,High,Medium,Low,Technology,0,Backend Developer
71,86,Medium,Medium,Low,Technology,3,Data Analyst
79,72,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
86,73,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
88,77,High,Medium,Low,Technology,0,ML Engineer (Junior)
73,77,Medium,High,High,Technology,0,Frontend Developer
88,79,Medium,Medium,Low,Technology,0,Data Analyst
83,76,High,High,Low,Technology,0,Cloud Engineer (Junior)
81,95,Medium,Medium,High,Technology,4,Frontend Developer
90,79,Medium,High,Low,Technology,1,Junior Software Engineer
82,83,Medium,High,Low,Technology,1,QA Engineer
82,82,High,Medium,Low,Technology,3,DevOps Engineer (Junior)
94,82,Medium,High,Low,Technology,0,Data Analyst
71,74,Low,High,High,Technology,0,UI/UX Designer
81,93,High,Medium,Low,Technology,0,Data Scientist (Junior)
78,95,High,Medium,Low,Technology,0,Data Scientist (Junior)
78,70,Medium,High,High,Technology,1,Frontend Developer
82,84,Medium,Medium,Low,Technology,1,Junior Software Engineer
77,78,Medium,High,Low,Technology,1,Junior Software Engineer
92,78,High,High,Low,Technology,1,Cloud Engineer (Junior)
80,82,Medium,High,Low,Technology,5,QA Engineer
91,86,Medium,Medium,High,Technology,0,Frontend Developer
72,90,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
88,73,Low,High,High,Technology,0,UI/UX Designer
74,87,Medium,High,Medium,Technology,1,Web Developer
70,81,High,High,Low,Technology,2,ML Engineer (Junior)
88,77,Medium,High,Low,Technology,0,Data Analyst
83,93,High,High,Low,Technology,3,Cyber Security Analyst
74,82,High,Medium,Low,Technology,0,Software Engineer
70,85,Low,Medium,High,Technology,0,UI/UX Designer
95,79,Medium,Medium,Medium,Technology,0,Web Developer
87,79,Medium,Medium,High,Technology,1,Frontend Developer
73,87,Medium,High,Low,Technology,0,Junior Software Engineer
93,91,High,Medium,Low,Technology,0,Cyber Security Analyst
74,89,Medium,Medium,Medium,Technology,1,Web Developer
85,76,High,High,Low,Technology,1,Software Engineer
84,74,High,High,Low,Technology,4,Cloud Engineer (Junior)
72,74,Medium,High,Low,Technology,3,QA Engineer
83,74,High,Medium,Low,Technology,1,Software Engineer
75,71,Low,Medium,High,Technology,0,UI/UX Designer
84,94,High,Medium,Low,Technology,3,Data Scientist (Junior)
76,74,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
83,81,Medium,High,Low,Technology,0,QA Engineer
72,92,Medium,High,Low,Technology,0,QA Engineer
94,88,Medium,Medium,Low,Technology,1,Data Analyst
83,81,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
89,76,High,High,Low,Technology,0,ML Engineer (Junior)
84,85,Medium,Medium,Low,Technology,5,QA Engineer
75,74,High,High,Low,Technology,1,Cloud Engineer (Junior)
87,92,High,High,Low,Technology,1,Data Scientist (Junior)
80,92,Medium,High,High,Technology,0,Frontend Developer
93,79,High,Medium,Low,Technology,0,Data Scientist (Junior)
76,72,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
95,74,High,High,Low,Technology,1,Backend Developer
95,89,Low,High,High,Technology,0,UI/UX Designer
82,73,Medium,Medium,Medium,Technology,0,Web Developer
92,92,Medium,Medium,Low,Technology,1,Junior Software Engineer
85,89,Medium,Medium,Medium,Technology,2,Web Developer
71,80,Low,Medium,High,Technology,2,UI/UX Designer
80,93,Medium,Medium,Low,Technology,0,QA Engineer
77,86,Medium,High,Low,Technology,1,QA Engineer
73,75,Medium,High,Low,Technology,3,QA Engineer
70,86,Medium,High,High,Technology,0,Frontend Developer
89,93,High,High,Low,Technology,2,ML Engineer (Junior)
90,92,High,Medium,Low,Technology,0,Cyber Security Analyst
88,78,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
77,93,Medium,Medium,Low,Technology,2,QA Engineer
90,93,High,High,Low,Technology,0,Cloud Engineer (Junior)
85,73,Low,Medium,High,Technology,2,UI/UX Designer
94,88,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
95,84,Low,High,High,Technology,0,UI/UX Designer
89,86,Medium,Medium,High,Technology,0,Frontend Developer
76,90,Medium,High,Low,Technology,0,Data Analyst
88,74,High,Medium,Low,Technology,1,Software Engineer
73,80,Medium,High,Medium,Technology,0,Web Developer
77,70,Medium,High,Low,Technology,0,QA Engineer
91,87,Medium,High,Low,Technology,0,Data Analyst
70,85,High,Medium,Low,Technology,3,Data Scientist (Junior)
82,78,Low,High,High,Technology,0,UI/UX Designer
79,87,High,Medium,Low,Technology,0,Cyber Security Analyst
70,92,Medium,Medium,High,Technology,2,Frontend Developer
80,81,Medium,Medium,High,Technology,4,Frontend Developer
87,82,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
86,89,Medium,Medium,Medium,Technology,2,Web Developer
85,77,High,High,Low,Technology,4,Backend Developer
81,78,Low,High,High,Technology,1,UI/UX Designer
71,82,High,High,Low,Technology,0,Backend Developer
92,73,High,High,Low,Technology,3,Backend Developer
78,83,Medium,High,Low,Technology,2,Data Analyst
81,76,Medium,Medium,Low,Technology,0,Junior Software Engineer
92,91,Medium,Medium,Low,Technology,0,Junior Software Engineer
86,87,High,High,Low,Technology,0,DevOps Engineer (Junior)
87,86,Medium,Medium,Low,Technology,0,Data Analyst
87,70,High,Medium,Low,Technology,0,ML Engineer (Junior)
82,85,High,Medium,Low,Technology,0,Software Engineer
80,90,Medium,Medium,Medium,Technology,0,Web Developer
86,76,High,Medium,Low,Technology,0,ML Engineer (Junior)
94,94,Medium,Medium,Low,Technology,3,Data Analyst
92,76,High,High,Low,Technology,0,DevOps Engineer (Junior)
87,95,Medium,Medium,Low,Technology,0,QA Engineer
95,78,Medium,High,Low,Technology,0,QA Engineer
93,75,Medium,Medium,High,Technology,0,Frontend Developer
91,83,High,High,Low,Technology,2,Data Scientist (Junior)
82,70,Medium,Medium,Medium,Technology,0,Web Developer
91,74,Medium,Medium,High,Technology,1,Frontend Developer
86,82,Medium,Medium,Low,Technology,5,QA Engineer
70,83,High,High,Low,Technology,0,Cyber Security Analyst
81,80,Medium,High,Medium,Technology,2,Web Developer
83,86,Medium,Medium,Low,Technology,4,Junior Software Engineer
83,91,Low,High,High,Technology,1,UI/UX Designer
77,75,High,High,Low,Technology,0,Cloud Engineer (Junior)
92,76,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
85,92,Medium,Medium,High,Technology,0,Frontend Developer
95,91,High,Medium,Low,Technology,1,Cyber Security Analyst
70,94,Medium,High,Medium,Technology,5,Web Developer
85,71,High,High,Low,Technology,3,Data Scientist (Junior)
88,90,High,High,Low,Technology,0,Cloud Engineer (Junior)
86,84,Medium,Medium,Low,Technology,3,Data Analyst
90,92,Low,High,High,Technology,0,UI/UX Designer
70,76,Medium,Medium,Low,Technology,0,QA Engineer
87,85,High,High,Low,Technology,3,DevOps Engineer (Junior)
83,77,High,Medium,Low,Technology,1,ML Engineer (Junior)
91,77,High,High,Low,Technology,0,ML Engineer (Junior)
86,80,High,Medium,Low,Technology,1,Cyber Security Analyst
90,70,High,High,Low,Technology,3,ML Engineer (Junior)
93,76,High,High,Low,Technology,1,DevOps Engineer (Junior)
95,72,High,High,Low,Technology,0,Cyber Security Analyst
70,89,High,High,Low,Technology,1,Data Scientist (Junior)
72,90,Medium,Medium,Low,Technology,0,QA Engineer
83,70,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
73,94,High,High,Low,Technology,0,Backend Developer
74,83,High,Medium,Low,Technology,0,ML Engineer (Junior)
81,79,High,Medium,Low,Technology,1,Data Scientist (Junior)
71,92,High,High,Low,Technology,0,Cloud Engineer (Junior)
74,94,High,High,Low,Technology,5,Software Engineer
75,94,Medium,High,High,Technology,0,Frontend Developer
83,84,High,High,Low,Technology,3,ML Engineer (Junior)
95,88,High,Medium,Low,Technology,0,Cyber Security Analyst
95,83,Medium,Medium,Low,Technology,0,Junior Software Engineer
87,94,High,Medium,Low,Technology,1,ML Engineer (Junior)
81,72,Medium,High,Medium,Technology,2,Web Developer
91,90,Medium,High,Low,Technology,2,Data Analyst
91,70,Medium,High,Low,Technology,3,Data Analyst
87,85,Low,High,High,Technology,3,UI/UX Designer
89,95,High,Medium,Low,Technology,4,DevOps Engineer (Junior)
84,87,Medium,Medium,Medium,Technology,0,Web Developer
70,78,High,Medium,Low,Technology,0,Backend Developer
86,70,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
89,80,High,Medium,Low,Technology,0,Backend Developer
82,84,High,High,Low,Technology,2,Data Scientist (Junior)
87,89,High,Medium,Low,Technology,3,Cyber Security Analyst
70,79,High,High,Low,Technology,0,Software Engineer
91,74,High,High,Low,Technology,0,Cyber Security Analyst
90,81,High,High,Low,Technology,1,ML Engineer (Junior)
70,90,High,Medium,Low,Technology,3,Backend Developer
95,78,Medium,Medium,Low,Technology,4,Junior Software Engineer
84,86,Medium,Medium,Medium,Technology,1,Web Developer
89,80,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
71,74,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
91,74,High,Medium,Low,Technology,2,ML Engineer (Junior)
73,86,High,Medium,Low,Technology,1,Backend Developer
81,81,High,High,Low,Technology,0,ML Engineer (Junior)
91,79,High,High,Low,Technology,5,Data Scientist (Junior)
90,84,High,High,Low,Technology,0,ML Engineer (Junior)
76,71,High,High,Low,Technology,0,Backend Developer
82,79,Medium,Medium,Low,Technology,0,QA Engineer
88,79,Medium,High,Low,Technology,2,Data Analyst
81,88,High,High,Low,Technology,1,Cloud Engineer (Junior)
72,82,Medium,Medium,Medium,Technology,1,Web Developer
84,77,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
93,86,High,High,Low,Technology,0,DevOps Engineer (Junior)
89,94,High,Medium,Low,Technology,5,Cyber Security Analyst
81,73,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
90,81,Medium,High,Medium,Technology,1,Web Developer
74,91,High,High,Low,Technology,1,Data Scientist (Junior)
94,85,Medium,Medium,Medium,Technology,1,Web Developer
82,93,Low,High,High,Technology,1,UI/UX Designer
75,74,Medium,Medium,High,Technology,2,Frontend Developer
81,95,Medium,Medium,Low,Technology,0,Data Analyst
87,75,Medium,High,High,Technology,3,Frontend Developer
94,83,Medium,High,Low,Technology,2,Data Analyst
77,94,High,Medium,Low,Technology,1,Software Engineer
88,82,Medium,High,Medium,Technology,0,Web Developer
78,85,High,High,Low,Technology,1,Cloud Engineer (Junior)
85,92,Low,Medium,High,Technology,0,UI/UX Designer
75,75,High,High,Low,Technology,2,Cloud Engineer (Junior)
76,85,Medium,High,High,Technology,1,Frontend Developer
85,74,High,High,Low,Technology,5,Backend Developer
86,93,Medium,Medium,Low,Technology,0,Junior Software Engineer
76,83,Medium,Medium,Low,Technology,1,Data Analyst
95,87,High,High,Low,Technology,0,Data Scientist (Junior)
87,76,Medium,Medium,High,Technology,0,Frontend Developer
92,94,High,Medium,Low,Technology,1,Cyber Security Analyst
75,72,Medium,Medium,Medium,Technology,1,Web Developer
95,75,Medium,High,High,Technology,1,Frontend Developer
79,91,Medium,High,Low,Technology,3,QA Engineer
70,79,High,Medium,Low,Technology,2,Cyber Security Analyst
77,84,Medium,High,Low,Technology,2,QA Engineer
92,75,High,Medium,Low,Technology,3,Cloud Engineer (Junior)
77,89,Medium,High,Low,Technology,0,Junior Software Engineer
86,70,Medium,High,Medium,Technology,0,Web Developer
89,75,High,High,Low,Technology,0,DevOps Engineer (Junior)
86,85,High,High,Low,Technology,0,Software Engineer
73,74,Medium,High,Low,Technology,1,QA Engineer
85,93,Low,Medium,High,Technology,0,UI/UX Designer
88,78,Medium,Medium,Low,Technology,1,Junior Software Engineer
74,82,High,Medium,Low,Technology,0,Backend Developer
77,90,High,Medium,Low,Technology,0,ML Engineer (Junior)
76,84,High,High,Low,Technology,0,Data Scientist (Junior)
73,90,Medium,Medium,Low,Technology,2,Data Analyst
82,83,Medium,Medium,Low,Technology,0,Data Analyst
93,93,High,Medium,Low,Technology,3,Cyber Security Analyst
84,75,High,Medium,Low,Technology,1,Data Scientist (Junior)
75,84,High,High,Low,Technology,0,DevOps Engineer (Junior)
89,86,High,High,Low,Technology,1,Software Engineer
71,70,High,High,Low,Technology,1,DevOps Engineer (Junior)
92,70,Low,Medium,High,Technology,0,UI/UX Designer
87,91,Medium,Medium,Low,Technology,1,Data Analyst
84,92,Medium,High,Low,Technology,1,Data Analyst
85,88,Medium,High,High,Technology,2,Frontend Developer
89,76,High,High,Low,Technology,0,ML Engineer (Junior)
73,79,High,Medium,Low,Technology,2,Software Engineer
90,94,Medium,High,Low,Technology,0,Junior Software Engineer
73,73,High,Medium,Low,Technology,2,Data Scientist (Junior)
86,95,Medium,Medium,Low,Technology,2,Data Analyst
75,73,Medium,High,High,Technology,0,Frontend Developer
70,81,Medium,High,Medium,Technology,0,Web Developer
92,84,High,High,Low,Technology,0,DevOps Engineer (Junior)
78,78,High,High,Low,Technology,0,DevOps Engineer (Junior)
90,85,Medium,Medium,Medium,Technology,0,Web Developer
77,92,High,High,Low,Technology,1,Cloud Engineer (Junior)
76,79,High,High,Low,Technology,0,Cloud Engineer (Junior)
90,82,Medium,High,Low,Technology,0,Junior Software Engineer
95,93,Medium,Medium,Medium,Technology,0,Web Developer
71,94,High,High,Low,Technology,0,Data Scientist (Junior)
85,94,Medium,Medium,Medium,Technology,0,Web Developer
95,82,High,High,Low,Technology,0,Cloud Engineer (Junior)
76,89,Medium,Medium,High,Technology,0,Frontend Developer
73,72,Low,High,High,Technology,3,UI/UX Designer
71,91,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
73,74,High,High,Low,Technology,1,Software Engineer
89,94,Medium,Medium,Low,Technology,0,QA Engineer
87,92,High,High,Low,Technology,1,Backend Developer
76,81,Medium,High,Low,Technology,0,Junior Software Engineer
93,88,High,Medium,Low,Technology,1,Backend Developer
75,91,High,Medium,Low,Technology,2,Cloud Engineer (Junior)
93,80,Medium,Medium,Low,Technology,1,Data Analyst
71,72,Medium,Medium,Medium,Technology,0,Web Developer
90,84,High,High,Low,Technology,1,DevOps Engineer (Junior)
75,94,High,Medium,Low,Technology,0,Software Engineer
91,72,Medium,High,Low,Technology,1,Data Analyst
78,84,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
87,85,High,Medium,Low,Technology,0,Cyber Security Analyst
71,76,High,High,Low,Technology,1,Cyber Security Analyst
92,75,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
95,87,Medium,High,High,Technology,3,Frontend Developer
93,77,Medium,High,Low,Technology,3,QA Engineer
73,70,Low,Medium,High,Technology,1,UI/UX Designer
83,89,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
87,95,High,High,Low,Technology,0,Data Scientist (Junior)
80,91,High,Medium,Low,Technology,1,Software Engineer
87,76,Medium,High,Low,Technology,0,Data Analyst
77,71,High,Medium,Low,Technology,3,Software Engineer
79,83,High,High,Low,Technology,0,Cyber Security Analyst
72,91,Medium,Medium,High,Technology,0,Frontend Developer
89,90,Medium,High,Low,Technology,1,Junior Software Engineer
95,80,Medium,Medium,Low,Technology,5,QA Engineer
77,70,High,Medium,Low,Technology,1,ML Engineer (Junior)
80,76,Low,High,High,Technology,1,UI/UX Designer
74,88,Medium,High,Medium,Technology,1,Web Developer
82,73,High,High,Low,Technology,0,Cloud Engineer (Junior)
76,88,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
78,73,Medium,Medium,High,Technology,2,Frontend Developer
90,75,High,High,Low,Technology,1,Software Engineer
95,88,High,Medium,Low,Technology,0,Cyber Security Analyst
74,75,Medium,High,Medium,Technology,1,Web Developer
88,72,High,Medium,Low,Technology,2,Data Scientist (Junior)
75,86,Medium,Medium,Low,Technology,0,Data Analyst
89,85,High,Medium,Low,Technology,1,Software Engineer
75,91,High,Medium,Low,Technology,2,Data Scientist (Junior)
88,93,Low,High,High,Technology,0,UI/UX Designer
79,72,High,High,Low,Technology,1,Cloud Engineer (Junior)
80,75,High,Medium,Low,Technology,1,DevOps Engineer (Junior)
87,73,High,High,Low,Technology,0,Data Scientist (Junior)
77,93,Medium,Medium,Low,Technology,0,Data Analyst
84,79,High,High,Low,Technology,0,ML Engineer (Junior)
94,75,High,High,Low,Technology,1,ML Engineer (Junior)
78,73,Medium,High,Medium,Technology,1,Web Developer
92,93,Medium,High,Medium,Technology,0,Web Developer
73,71,High,Medium,Low,Technology,0,ML Engineer (Junior)
77,93,High,Medium,Low,Technology,0,Data Scientist (Junior)
95,84,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
70,74,Medium,Medium,High,Technology,3,Frontend Developer
88,78,Medium,Medium,Low,Technology,4,Junior Software Engineer
75,72,High,High,Low,Technology,2,Cyber Security Analyst
85,93,Medium,Medium,Low,Technology,2,Junior Software Engineer
85,82,Low,Medium,High,Technology,2,UI/UX Designer
91,74,Medium,High,Low,Technology,1,Junior Software Engineer
95,89,High,High,Low,Technology,2,Data Scientist (Junior)
79,92,Low,High,High,Technology,1,UI/UX Designer
75,94,Medium,Medium,Low,Technology,1,Junior Software Engineer
95,95,High,High,Low,Technology,0,Software Engineer
82,94,High,Medium,Low,Technology,2,ML Engineer (Junior)
92,95,Medium,High,Low,Technology,0,QA Engineer
75,83,High,High,Low,Technology,1,Software Engineer
80,90,High,Medium,Low,Technology,3,ML Engineer (Junior)
70,78,Medium,High,High,Technology,1,Frontend Developer
76,81,Medium,Medium,Low,Technology,2,Data Analyst
74,86,High,Medium,Low,Technology,0,Software Engineer
86,89,High,High,Low,Technology,4,Data Scientist (Junior)
79,82,Medium,High,High,Technology,0,Frontend Developer
80,91,High,High,Low,Technology,0,Software Engineer
74,84,Medium,High,High,Technology,0,Frontend Developer
84,75,High,High,Low,Technology,1,Data Scientist (Junior)
78,80,High,High,Low,Technology,1,ML Engineer (Junior)
71,75,Medium,High,High,Technology,1,Frontend Developer
95,91,High,High,Low,Technology,0,Cloud Engineer (Junior)
81,82,Medium,Medium,Low,Technology,3,Data Analyst
71,89,Medium,High,Low,Technology,0,QA Engineer
90,93,High,Medium,Low,Technology,1,Backend Developer
77,85,High,Medium,Low,Technology,0,Data Scientist (Junior)
90,77,High,Medium,Low,Technology,1,ML Engineer (Junior)
92,79,High,Medium,Low,Technology,1,Backend Developer
89,79,Medium,Medium,Medium,Technology,3,Web Developer
79,82,Medium,High,Low,Technology,2,QA Engineer
70,88,High,High,Low,Technology,3,Data Scientist (Junior)
72,90,Low,Medium,High,Technology,0,UI/UX Designer
89,91,Medium,Medium,High,Technology,1,Frontend Developer
86,79,High,Medium,Low,Technology,1,ML Engineer (Junior)
75,74,High,High,Low,Technology,0,Cyber Security Analyst
95,77,Medium,High,Low,Technology,1,Junior Software Engineer
88,94,Medium,Medium,High,Technology,0,Frontend Developer
82,92,High,High,Low,Technology,2,Software Engineer
91,73,High,High,Low,Technology,3,ML Engineer (Junior)
78,84,High,Medium,Low,Technology,1,Cloud Engineer (Junior)
83,95,High,High,Low,Technology,1,Backend Developer
78,71,Medium,High,Low,Technology,3,Junior Software Engineer
89,81,High,High,Low,Technology,0,Data Scientist (Junior)
90,71,Medium,Medium,Low,Technology,0,Data Analyst
77,71,Medium,Medium,Low,Technology,1,Data Analyst
82,89,High,Medium,Low,Technology,1,ML Engineer (Junior)
87,95,High,High,Low,Technology,0,Cloud Engineer (Junior)
90,92,High,Medium,Low,Technology,1,Software Engineer
92,94,Low,Medium,High,Technology,1,UI/UX Designer
78,74,High,Medium,Low,Technology,0,Backend Developer
75,71,High,High,Low,Technology,1,Software Engineer
86,75,Medium,High,Low,Technology,1,Junior Software Engineer
83,72,Medium,High,Medium,Technology,3,Web Developer
85,95,High,Medium,Low,Technology,0,Cloud Engineer (Junior)
94,85,High,Medium,Low,Technology,0,Backend Developer
84,72,High,High,Low,Technology,2,Software Engineer
90,80,Medium,Medium,Medium,Technology,3,Web Developer
81,75,High,Medium,Low,Technology,3,Cloud Engineer (Junior)
91,81,High,High,Low,Technology,0,ML Engineer (Junior)
82,88,Medium,High,Medium,Technology,0,Web Developer
93,82,Medium,High,Low,Technology,0,Junior Software Engineer
80,71,Medium,Medium,Low,Technology,5,QA Engineer
94,74,High,High,Low,Technology,0,DevOps Engineer (Junior)
89,94,Medium,Medium,Medium,Technology,0,Web Developer
91,95,Medium,High,Low,Technology,2,Junior Software Engineer
94,82,High,High,Low,Technology,0,DevOps Engineer (Junior)
75,93,High,Medium,Low,Technology,0,Cyber Security Analyst
84,84,High,Medium,Low,Technology,2,DevOps Engineer (Junior)
84,71,High,High,Low,Technology,1,Cloud Engineer (Junior)
74,84,High,Medium,Low,Technology,1,Data Scientist (Junior)
77,72,High,Medium,Low,Technology,5,Backend Developer
91,72,High,High,Low,Technology,2,Cloud Engineer (Junior)
70,80,Medium,High,Low,Technology,4,Data Analyst
78,79,High,High,Low,Technology,3,DevOps Engineer (Junior)
71,93,High,Medium,Low,Technology,3,DevOps Engineer (Junior)
89,70,High,High,Low,Technology,0,ML Engineer (Junior)
75,86,Medium,Medium,High,Technology,1,Frontend Developer
92,87,Medium,Medium,Medium,Technology,2,Web Developer
73,84,High,High,Low,Technology,1,Backend Developer
71,79,Low,Medium,High,Technology,0,UI/UX Designer
76,86,High,High,Low,Technology,0,Software Engineer
73,85,High,Medium,Low,Technology,2,Data Scientist (Junior)
90,91,High,Medium,Low,Technology,0,DevOps Engineer (Junior)
